################################################################################
# UK Earth System Model (UKESM1) data for Total Integrated Primary Production ( TotalIntegratedPrimaryProduction ) in [Gt/yr].
# Data prepared by Lee de Mora (ledm@pml.ac.uk) from Plymouth Marine Laboratory.
# Experiment type: Historical 
# jobID: u-bf647 
################################################################################

year, TotalIntegratedPrimaryProduction [Gt/yr]
1851.4136986301369, 47.508688435577604
1852.4136986301369, 48.26238033413438
1853.4136986301369, 48.69065099032794
1854.4136986301369, 48.533017006794545
1855.4136986301369, 48.34421565100209
1856.4136986301369, 47.22154897675547
1857.4136986301369, 47.63316304814999
1858.4136986301369, 47.16526027822105
1859.4136986301369, 47.94032427678091
1860.4136986301369, 47.04518061080206
1861.4136986301369, 46.61631249412919
1862.4136986301369, 47.332105114938784
1863.4136986301369, 48.113087220635315
1864.4136986301369, 48.261169654644604
1865.4136986301369, 47.610295796878184
1866.4136986301369, 46.41436218428126
1867.4136986301369, 47.07978527239483
1868.4136986301369, 46.85381116293552
1869.4136986301369, 46.89253863944746
1870.4136986301369, 46.83876398463619
1871.4136986301369, 47.58997669785656
1872.4136986301369, 47.42073961759191
1873.4136986301369, 47.89920297266692
1874.4136986301369, 47.815847700406934
1875.4136986301369, 47.16059287434439
1876.4136986301369, 48.03235552517966
1877.4136986301369, 48.23366166230981
1878.4136986301369, 48.07187337851868
1879.4136986301369, 48.51979966050439
1880.4136986301369, 47.4201092032128
1881.4136986301369, 47.96668056345715
1882.4136986301369, 49.05643401674157
1883.4136986301369, 48.24899205577082
1884.4136986301369, 47.81799819317147
1885.4136986301369, 47.561011652373594
1886.4136986301369, 47.006784163432975
1887.4136986301369, 48.10180331604338
1888.4136986301369, 47.75283552661092
1889.4136986301369, 47.56600708704368
1890.4136986301369, 47.21991789175525
1891.4136986301369, 47.23427298525046
1892.4136986301369, 49.181879067513364
1893.4136986301369, 48.174099218126
1894.4136986301369, 46.95134520586388
1895.4136986301369, 47.97107289783783
1896.4136986301369, 47.37710739308274
1897.4136986301369, 47.787303571494306
1898.4136986301369, 47.33097621807897
1899.4136986301369, 46.87508725459358
1900.4136986301369, 47.97873487018593
1901.4136986301369, 47.94015314031985
1902.4136986301369, 47.20847046101424
1903.4136986301369, 47.35578861446094
1904.4136986301369, 48.430833880697335
1905.4136986301369, 48.86934680082045
1906.4136986301369, 47.39022569582492
1907.4136986301369, 48.08452492725644
1908.4136986301369, 47.890936523640185
1909.4136986301369, 48.395834509455746
1910.4136986301369, 46.8431522648518
1911.4136986301369, 45.74307857749173
1912.4136986301369, 46.18653398793147
1913.4136986301369, 45.9908447885952
1914.4136986301369, 47.98011909499809
1915.4136986301369, 47.66610924757129
1916.4136986301369, 48.69232652161446
1917.4136986301369, 48.04101663923322
1918.4136986301369, 47.25362736010179
1919.4136986301369, 46.44572738170974
1920.4136986301369, 47.27978717182413
1921.4136986301369, 48.68535680828405
1922.4136986301369, 48.20360672332578
1923.4136986301369, 46.416729868171366
1924.4136986301369, 46.99175424287382
1925.4136986301369, 48.66513160010602
1926.4136986301369, 49.14344907391306
1927.4136986301369, 47.72920910465899
1928.4136986301369, 48.69157284700546
1929.4136986301369, 48.113235043207965
1930.4136986301369, 46.31768729443427
1931.4136986301369, 47.06449338221913
1932.4136986301369, 47.42667188751837
1933.4136986301369, 47.95700384240923
1934.4136986301369, 48.129373966565346
1935.4136986301369, 47.41014356208602
1936.4136986301369, 47.12070225128572
1937.4136986301369, 47.6528335482168
1938.4136986301369, 47.39223701911428
