################################################################################
# UK Earth System Model (UKESM1) data for Total Integrated Primary Production ( TotalIntegratedPrimaryProduction ) in [Gt/yr].
# Data prepared by Lee de Mora (ledm@pml.ac.uk) from Plymouth Marine Laboratory.
# Experiment type: Historical 
# jobID: u-az513 
################################################################################

year, TotalIntegratedPrimaryProduction [Gt/yr]
1851.4136986301369, 47.17357317520484
1852.4136986301369, 47.67395989609461
1853.4136986301369, 48.9161629498917
1854.4136986301369, 47.82616712274055
1855.4136986301369, 48.07227097943349
1856.4136986301369, 47.180838567200944
1857.4136986301369, 48.27257532136123
1858.4136986301369, 49.156153300096655
1859.4136986301369, 48.169343744155
1860.4136986301369, 47.81497367567842
1861.4136986301369, 48.4765517314628
1862.4136986301369, 48.92581816399739
1863.4136986301369, 48.12477125545588
1864.4136986301369, 47.50872358608515
1865.4136986301369, 47.709360789846166
1866.4136986301369, 47.55084421251558
1867.4136986301369, 47.63130877359439
1868.4136986301369, 46.93111982087758
1869.4136986301369, 48.57270316551896
1870.4136986301369, 48.27944104276501
1871.4136986301369, 47.785993881737944
1872.4136986301369, 47.616669791362796
1873.4136986301369, 48.0259825878866
1874.4136986301369, 49.59983161358014
1875.4136986301369, 48.559332885932754
1876.4136986301369, 49.37424532568212
1877.4136986301369, 48.08049306673672
1878.4136986301369, 46.93586478113839
1879.4136986301369, 48.159631957524255
1880.4136986301369, 48.29489463677636
1881.4136986301369, 47.37715131425939
1882.4136986301369, 48.51428528288302
1883.4136986301369, 48.36646625203774
1884.4136986301369, 47.8109453352315
1885.4136986301369, 47.089124103419515
1886.4136986301369, 47.850464315096566
1887.4136986301369, 48.31795769697799
1888.4136986301369, 48.39107144737732
1889.4136986301369, 47.08924084860072
1890.4136986301369, 47.44397235096321
1891.4136986301369, 48.8500029693005
1892.4136986301369, 48.29970393811461
1893.4136986301369, 48.37161039814761
1894.4136986301369, 47.65579294266873
1895.4136986301369, 48.10712697225984
1896.4136986301369, 48.840803248287955
1897.4136986301369, 48.790409530065524
1898.4136986301369, 47.31676180185597
1899.4136986301369, 48.16858424527483
1900.4136986301369, 48.10909665493027
1901.4136986301369, 47.130125152459385
1902.4136986301369, 47.74154363382282
1903.4136986301369, 49.13799687845134
1904.4136986301369, 48.197345542348685
1905.4136986301369, 48.60488400898425
1906.4136986301369, 47.63840452058582
1907.4136986301369, 48.2395810842976
1908.4136986301369, 49.42565825010113
1909.4136986301369, 48.71367799263348
1910.4136986301369, 47.9369150444776
1911.4136986301369, 48.20276114817812
1912.4136986301369, 48.546693318146865
1913.4136986301369, 48.64903737395628
1914.4136986301369, 48.06975221433952
1915.4136986301369, 48.0687690332125
1916.4136986301369, 46.26831558876074
1917.4136986301369, 46.01796361383055
1918.4136986301369, 47.77884584997558
1919.4136986301369, 47.69692745215788
1920.4136986301369, 46.763501896654255
1921.4136986301369, 47.42237351934445
1922.4136986301369, 47.56244642646557
1923.4136986301369, 48.086489493978235
1924.4136986301369, 48.06678747730607
1925.4136986301369, 47.66120524980083
1926.4136986301369, 47.31789763291408
1927.4136986301369, 47.895843077420956
1928.4136986301369, 47.74489552822518
1929.4136986301369, 47.807623297028364
1930.4136986301369, 47.5591361023635
1931.4136986301369, 47.03899601764825
1932.4136986301369, 47.294392174556585
1933.4136986301369, 47.555472684201845
1934.4136986301369, 48.69297378291095
1935.4136986301369, 49.16714513338027
1936.4136986301369, 48.40369045086845
1937.4136986301369, 47.75706830337477
1938.4136986301369, 47.9826225962115
1939.4136986301369, 48.043293510077156
1940.4136986301369, 48.2875520397305
