################################################################################
# UK Earth System Model (UKESM1) data for Total Integrated Primary Production ( TotalIntegratedPrimaryProduction ) in [Gt/yr].
# Data prepared by Lee de Mora (ledm@pml.ac.uk) from Plymouth Marine Laboratory.
# Experiment type: UKESM1 SSP1 2.6 R3 (2120) 
# jobID: u-be682 
################################################################################

year, TotalIntegratedPrimaryProduction [Gt/yr]
2016.4136986301369, 47.96410353967511
2017.4136986301369, 47.090033715489945
2018.4136986301369, 47.321611448908534
2019.4136986301369, 46.0884651370207
2020.4136986301369, 46.76029982103041
2021.4136986301369, 45.873008903179944
2022.4136986301369, 46.58854298761435
2023.4136986301369, 46.79898626072688
2024.4136986301369, 45.185923674795326
2025.4136986301369, 45.98967897508307
2026.4136986301369, 45.97981591465162
2027.4136986301369, 45.52878366582227
2028.4136986301369, 46.440685559405736
2029.4136986301369, 46.21576751531761
2030.4136986301369, 46.02839630946778
2031.4136986301369, 46.858845876944784
2032.4136986301369, 46.70042686585077
2033.4136986301369, 45.49257448378449
2034.4136986301369, 45.336314818530106
2035.4136986301369, 46.30863806196862
2036.4136986301369, 46.523925489123904
2037.4136986301369, 44.95911961964891
2038.4136986301369, 44.3370649222487
2039.4136986301369, 45.53373699602082
2040.4136986301369, 45.87785660862688
2041.4136986301369, 46.237105279347425
2042.4136986301369, 45.03503578363429
2043.4136986301369, 45.02632983566098
2044.4136986301369, 45.736645705542955
2045.4136986301369, 45.34366488203044
2046.4136986301369, 44.01704275396546
2047.4136986301369, 43.944418092762135
2048.413698630137, 45.41657180173211
2049.413698630137, 45.71576835998967
2050.413698630137, 46.20029713032505
2051.413698630137, 44.91118921645214
2052.413698630137, 44.27903503913503
2053.413698630137, 45.256833641114554
2054.413698630137, 45.57436836598576
2055.413698630137, 45.0040376722583
2056.413698630137, 44.64688317551758
2057.413698630137, 44.61431073525562
2058.413698630137, 45.64841141154625
2059.413698630137, 45.52190558662847
2060.413698630137, 45.421268302638744
2061.413698630137, 45.23990701754612
2062.413698630137, 45.40608008577962
2063.413698630137, 45.04013330624086
2064.413698630137, 44.67110078133753
2065.413698630137, 44.572650409564815
2066.413698630137, 44.37568229763933
2067.413698630137, 43.766539554249015
2068.413698630137, 44.82436205812438
2069.413698630137, 44.55944164736097
2070.413698630137, 45.09931377837046
2071.413698630137, 45.304162061892235
2072.413698630137, 45.0177652025763
2073.413698630137, 43.846845735362066
2074.413698630137, 44.46587087545224
2075.413698630137, 45.12007476793305
2076.413698630137, 45.5683613341363
2077.413698630137, 45.887193536238186
2078.413698630137, 45.389002065757246
2079.413698630137, 45.56150937468617
2080.413698630137, 45.387008931224536
2081.413698630137, 44.603738950861576
2082.413698630137, 44.73569819996117
2083.413698630137, 45.40144893427264
2084.413698630137, 45.5286337762401
2085.413698630137, 44.4983237491012
2086.413698630137, 43.608520389539386
2087.413698630137, 44.76987424883405
2088.413698630137, 45.64604087649537
2089.413698630137, 44.5772587123056
2090.413698630137, 43.83454686484645
2091.413698630137, 45.89984169313335
2092.413698630137, 45.32621844142443
2093.413698630137, 44.90463818148199
2094.413698630137, 43.998050627316815
2095.413698630137, 45.18208833403815
2096.413698630137, 46.23838918516357
2097.413698630137, 44.93437648161398
2098.413698630137, 44.983573128815614
2099.413698630137, 46.08234831687005
2100.413698630137, 44.99788128975342
